id;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;availability_365
1429503312264060000;Centro;Entire home/apt;50,00 ;1;12;14/09/2025;267
1432717712551320000;Centro;Entire home/apt;59,00 ;2;13;12/09/2025;354
17282975;Centro;Entire home/apt;221,00 ;2;352;11/05/2025;133
23839343;Centro;Entire home/apt;141,00 ;1;308;22/09/2025;124
45136495;Centro;Entire home/apt;96,00 ;1;209;27/08/2025;352
574569667753530000;Centro;Entire home/apt;185,00 ;1;145;15/09/2025;151
868095336458837000;Centro;Entire home/apt;85,00 ;3;101;25/09/2025;30
1002903657802040000;Carretera de Cadiz;Private room;29,00 ;3;80;15/09/2025;94
1079039204304110000;Bailen-Miraflores;Entire home/apt;81,00 ;1;68;28/09/2025;334
1142663760750440000;Centro;Entire home/apt;225,00 ;1;58;21/09/2025;304
1182419913238760000;Carretera de Cadiz;Private room;47,00 ;2;46;28/09/2025;165
1323101275120260000;Cruz De Humilladero;Entire home/apt;124,00 ;1;30;17/09/2025;279
45284450;Centro;Entire home/apt;115,00 ;1;208;25/09/2025;352
950646802812164000;Centro;Entire home/apt;130,00 ;4;88;17/09/2025;123
1089139774768390000;Centro;Entire home/apt;169,00 ;1;66;25/09/2025;228
1105154534760730000;Este;Entire home/apt;80,00 ;3;61;28/09/2025;238
1462430242420790000;Palma-Palmilla;Private room;42,00 ;1;9;26/09/2025;363
54300252;Centro;Entire home/apt;125,00 ;3;151;09/09/2025;70
1049346034751540000;Centro;Entire home/apt;90,00 ;3;70;13/09/2025;346
1157377080299930000;Carretera de Cadiz;Private room;75,00 ;2;56;29/09/2025;59
1248310064697840000;Centro;Entire home/apt;67,00 ;1;42;29/09/2025;326
1412367788484330000;Centro;Entire home/apt;115,00 ;3;13;23/09/2025;339
15876865;Campanillas;Entire home/apt;67,00 ;2;363;26/09/2025;250
678793177764640000;Cruz De Humilladero;Private room;45,00 ;2;131;14/09/2025;346
1018263243945080000;Centro;Entire home/apt;114,00 ;1;78;19/09/2025;160
1171172384394740000;Centro;Entire home/apt;94,00 ;4;51;24/09/2025;32
1335496681909480000;Centro;Entire home/apt;92,00 ;1;24;26/09/2025;341
9213893;Centro;Entire home/apt;80,00 ;2;412;15/09/2025;304
19311177;Carretera de Cadiz;Entire home/apt;85,00 ;3;340;26/09/2025;189
47462785;Centro;Entire home/apt;162,00 ;1;186;20/09/2025;179
821422236950951000;Centro;Entire home/apt;189,00 ;7;108;15/09/2025;301
997905692065090000;Centro;Entire home/apt;85,00 ;4;81;23/09/2025;219
1202962563622170000;Centro;Private room;37,00 ;2;49;22/09/2025;347
38366257;Centro;Entire home/apt;105,00 ;1;253;25/09/2025;152
48477437;Centro;Entire home/apt;94,00 ;1;178;15/09/2025;308
686856283023494000;Centro;Entire home/apt;90,00 ;3;131;29/09/2025;120
805552230009897000;Centro;Entire home/apt;81,00 ;3;106;26/08/2025;341
1025387027031440000;Bailen-Miraflores;Entire home/apt;104,00 ;2;78;26/09/2025;353
1175427892750020000;Centro;Entire home/apt;588,00 ;2;54;09/09/2025;175
1213133171686350000;Centro;Entire home/apt;101,00 ;1;48;26/09/2025;324
1240411595978640000;Centro;Entire home/apt;148,00 ;2;43;17/09/2025;36
1484082801064130000;Centro;Entire home/apt;124,00 ;1;4;14/09/2025;104
7718951;Centro;Entire home/apt;138,00 ;2;389;04/09/2025;31
25284868;Centro;Entire home/apt;302,00 ;3;304;24/09/2025;306
37905254;Carretera de Cadiz;Private room;27,00 ;1;254;26/09/2025;134
688824820680521000;Centro;Entire home/apt;128,00 ;2;122;16/09/2025;293
1092423100015750000;Centro;Entire home/apt;106,00 ;3;67;30/08/2025;318
1462157225924330000;Cruz De Humilladero;Private room;32,00 ;1;7;25/09/2025;80
13344909;Centro;Entire home/apt;116,00 ;3;383;15/09/2025;49
15419833;Centro;Entire home/apt;101,00 ;2;376;21/09/2025;302
27929218;Centro;Entire home/apt;147,00 ;4;296;28/09/2025;61
730491937046002000;Centro;Entire home/apt;91,00 ;3;112;20/09/2025;270
822984048472739000;Bailen-Miraflores;Entire home/apt;70,00 ;3;109;28/09/2025;292
1391846025908830000;Centro;Entire home/apt;92,00 ;1;19;21/09/2025;357
4459261;Centro;Entire home/apt;70,00 ;3;449;22/09/2025;244
14598394;Este;Entire home/apt;145,00 ;2;383;02/09/2025;277
14961332;Centro;Entire home/apt;133,00 ;1;153;29/09/2025;308
16213250;Centro;Private room;39,00 ;1;371;12/09/2025;270
51786278;Centro;Entire home/apt;214,00 ;1;160;18/09/2025;253
1048341931187710000;Centro;Entire home/apt;103,00 ;1;73;23/09/2025;146
1394339747023840000;Este;Entire home/apt;109,00 ;3;15;12/09/2025;228
1475200830629330000;Centro;Entire home/apt;106,00 ;2;6;11/09/2025;353
19224453;Centro;Entire home/apt;90,00 ;2;346;28/09/2025;268
21402953;Centro;Entire home/apt;72,00 ;2;335;28/09/2025;258
31077761;Centro;Entire home/apt;85,00 ;1;281;23/09/2025;325
41258357;Centro;Entire home/apt;111,00 ;1;240;28/09/2025;146
52569756;Centro;Entire home/apt;119,00 ;1;165;22/09/2025;102
655768104375609000;Carretera de Cadiz;Entire home/apt;123,00 ;2;138;14/09/2025;289
948342230740642000;Centro;Entire home/apt;224,00 ;3;90;15/09/2025;167
1332659041236440000;Palma-Palmilla;Private room;38,00 ;1;28;21/09/2025;83
1065031734204370000;Churriana;Entire home/apt;107,00 ;1;71;12/09/2025;102
1159135963294440000;Centro;Entire home/apt;87,00 ;3;57;16/09/2025;13
1173939237037290000;Palma-Palmilla;Entire home/apt;200,00 ;1;53;14/09/2025;5
1216509810574180000;Centro;Entire home/apt;65,00 ;5;48;15/09/2025;146
1299987245766420000;Centro;Entire home/apt;81,00 ;1;35;25/09/2025;352
1484226624590290000;Carretera de Cadiz;Entire home/apt;72,00 ;1;5;27/09/2025;97
5747125;Centro;Entire home/apt;103,00 ;2;447;25/09/2025;255
29121640;Centro;Entire home/apt;114,00 ;1;297;24/09/2025;151
725258043670889000;Centro;Entire home/apt;233,00 ;1;126;16/09/2025;315
1173185101140480000;Este;Private room;72,00 ;1;55;13/09/2025;291
1203678568381910000;Centro;Entire home/apt;99,00 ;2;50;28/09/2025;76
13600690;Centro;Entire home/apt;90,00 ;1;396;20/09/2025;221
21940803;Centro;Entire home/apt;104,00 ;2;326;23/09/2025;171
720912295926222000;Centro;Entire home/apt;76,00 ;2;127;21/09/2025;110
721591944166241000;Centro;Entire home/apt;179,00 ;1;120;28/09/2025;307
1161630326745300000;Centro;Entire home/apt;76,00 ;1;53;21/09/2025;145
1213528185534920000;Centro;Entire home/apt;123,00 ;1;47;30/08/2025;71
1446933156648750000;Este;Entire home/apt;90,00 ;1;11;28/09/2025;347
53350853;Centro;Entire home/apt;82,00 ;3;165;29/09/2025;143
686670798117406000;Centro;Entire home/apt;128,00 ;3;134;08/09/2025;330
820198877548593000;Centro;Entire home/apt;111,00 ;2;106;08/09/2025;343
849135526260903000;Centro;Entire home/apt;103,00 ;1;105;27/08/2025;333
1161565707472490000;Centro;Entire home/apt;106,00 ;1;58;21/09/2025;311
1298606816456230000;Centro;Entire home/apt;127,00 ;2;34;27/09/2025;241
1354478429912050000;Cruz De Humilladero;Entire home/apt;71,00 ;2;27;29/09/2025;350
1426244581388250000;Centro;Private room;49,00 ;2;15;09/09/2025;56
6463960;Centro;Private room;35,00 ;3;437;25/09/2025;280
7742013;Carretera de Cadiz;Entire home/apt;77,00 ;1;434;13/09/2025;113
30003771;Centro;Entire home/apt;88,00 ;3;293;10/09/2025;315
40977570;Centro;Entire home/apt;93,00 ;2;248;27/09/2025;257
830445753659671000;Centro;Entire home/apt;100,00 ;3;110;13/09/2025;21
913439460549508000;Centro;Entire home/apt;77,00 ;1;97;23/09/2025;148
1056483550298010000;Este;Entire home/apt;436,00 ;4;72;06/09/2025;94
1129612881021470000;Carretera de Cadiz;Entire home/apt;100,00 ;2;63;21/09/2025;233
34340272;Carretera de Cadiz;Entire home/apt;71,00 ;2;276;25/09/2025;71
36542872;Centro;Entire home/apt;122,00 ;1;268;14/09/2025;321
977339054888901000;Centro;Entire home/apt;291,00 ;1;79;28/09/2025;317
1216808994212030000;Centro;Entire home/apt;67,00 ;2;30;21/09/2025;241
1272980493077710000;Carretera de Cadiz;Entire home/apt;82,00 ;3;35;22/09/2025;145
4900020;Centro;Entire home/apt;55,00 ;2;455;16/09/2025;123
17237620;Centro;Entire home/apt;103,00 ;3;369;06/09/2025;257
618465477851310000;Centro;Entire home/apt;70,00 ;1;146;20/09/2025;326
792829632852629000;Centro;Entire home/apt;113,00 ;3;113;18/09/2025;247
950413632037096000;Centro;Entire home/apt;92,00 ;1;90;21/09/2025;152
1380979626634650000;Centro;Entire home/apt;85,00 ;1;20;19/09/2025;52
892680697361669000;Centro;Entire home/apt;154,00 ;1;101;26/09/2025;323
1157756760617980000;Centro;Private room;45,00 ;2;58;28/09/2025;337
1281336976287350000;Este;Entire home/apt;143,00 ;2;32;21/09/2025;210
1473181922248200000;Centro;Entire home/apt;79,00 ;1;7;15/09/2025;300
18395686;Carretera de Cadiz;Entire home/apt;38,00 ;3;366;21/09/2025;216
29850708;Centro;Entire home/apt;99,00 ;2;244;24/09/2025;61
661331126459268000;Centro;Private room;37,00 ;2;139;29/09/2025;242
1355179975020040000;Centro;Entire home/apt;152,00 ;2;27;28/09/2025;314
1437478011521980000;Centro;Entire home/apt;57,00 ;1;10;14/09/2025;158
25272218;Centro;Entire home/apt;60,00 ;1;319;27/09/2025;69
28633235;Centro;Entire home/apt;55,00 ;1;305;23/09/2025;326
52987038;Centro;Entire home/apt;148,00 ;3;170;14/09/2025;19
535931403264789000;Centro;Entire home/apt;85,00 ;4;151;24/09/2025;221
729617866975814000;Centro;Entire home/apt;239,00 ;1;129;16/09/2025;136
770864502896142000;Centro;Entire home/apt;62,00 ;4;123;08/09/2025;265
932484187332464000;Cruz De Humilladero;Entire home/apt;78,00 ;2;96;26/09/2025;264
1108651282419920000;Bailen-Miraflores;Entire home/apt;55,00 ;2;67;14/09/2025;227
1244698953150700000;Cruz De Humilladero;Entire home/apt;127,00 ;2;45;20/09/2025;52
4270359;Centro;Entire home/apt;57,00 ;2;477;11/09/2025;96
665169644255730000;Centro;Entire home/apt;79,00 ;3;138;24/09/2025;199
930141923737808000;Centro;Private room;56,00 ;2;94;27/09/2025;210
1125431924094480000;Carretera de Cadiz;Entire home/apt;105,00 ;3;64;28/09/2025;231
1136115402299410000;Centro;Entire home/apt;161,00 ;1;63;16/08/2025;330
1141163699833790000;Este;Entire home/apt;126,00 ;1;60;23/09/2025;149
1309146828799610000;Centro;Entire home/apt;55,00 ;3;34;13/09/2025;147
46187250;Centro;Entire home/apt;78,00 ;3;196;14/09/2025;31
774441662056394000;Centro;Entire home/apt;63,00 ;1;116;28/09/2025;182
807343707224537000;Centro;Entire home/apt;131,00 ;1;117;19/09/2025;148
862157032791186000;Centro;Entire home/apt;356,00 ;1;108;28/09/2025;214
939048863254959000;Centro;Entire home/apt;80,00 ;1;95;25/09/2025;314
1272962177865220000;Cruz De Humilladero;Entire home/apt;78,00 ;3;35;22/09/2025;147
1334919301932580000;Centro;Private room;30,00 ;2;29;20/09/2025;64
40893896;Centro;Entire home/apt;154,00 ;1;252;12/08/2025;249
49756006;Centro;Entire home/apt;106,00 ;2;188;30/08/2025;90
53007773;Centro;Entire home/apt;57,00 ;1;170;17/09/2025;239
1014232824882470000;Centro;Entire home/apt;82,00 ;3;81;17/09/2025;99
1112852067429500000;Centro;Entire home/apt;110,00 ;2;66;27/09/2025;355
1124544318882060000;Centro;Entire home/apt;111,00 ;1;60;28/09/2025;350
1434181456908020000;Centro;Entire home/apt;223,00 ;1;13;21/09/2025;127
28223545;Centro;Entire home/apt;83,00 ;1;307;21/09/2025;290
43723463;Centro;Entire home/apt;90,00 ;1;228;13/09/2025;89
842610658867463000;Centro;Entire home/apt;132,00 ;1;111;21/09/2025;341
1049877998879040000;Centro;Entire home/apt;100,00 ;3;72;10/08/2025;14
1069729126157260000;Ciudad Jardin;Entire home/apt;64,00 ;2;72;28/09/2025;166
1112334353799840000;Centro;Entire home/apt;136,00 ;2;66;23/09/2025;202
1213730016173890000;Centro;Entire home/apt;63,00 ;3;46;25/09/2025;61
14288527;Centro;Entire home/apt;124,00 ;3;404;06/09/2025;46
24698998;Centro;Entire home/apt;78,00 ;3;328;16/09/2025;127
42799143;Centro;Entire home/apt;108,00 ;2;232;25/08/2025;256
54174384;Centro;Entire home/apt;53,00 ;1;50;15/09/2025;32
595493528036400000;Centro;Entire home/apt;108,00 ;3;145;27/09/2025;8
33650765;Centro;Entire home/apt;96,00 ;2;286;26/09/2025;300
33934728;Centro;Entire home/apt;90,00 ;3;275;28/09/2025;258
827634943946381000;Centro;Entire home/apt;70,00 ;2;114;14/09/2025;322
1298371947000010000;Este;Entire home/apt;151,00 ;2;36;18/09/2025;284
1355125889271480000;Centro;Entire home/apt;86,00 ;1;25;15/09/2025;133
1439759689508120000;Centro;Entire home/apt;90,00 ;1;12;07/09/2025;326
19107272;Centro;Private room;50,00 ;1;366;16/09/2025;260
25856535;Centro;Entire home/apt;106,00 ;3;320;21/09/2025;222
602975503056547000;Centro;Entire home/apt;98,00 ;1;153;12/09/2025;346
847586006109757000;Centro;Entire home/apt;110,00 ;3;110;28/09/2025;288
1025406556841640000;Carretera de Cadiz;Entire home/apt;116,00 ;2;83;15/09/2025;347
1370269232082070000;Centro;Entire home/apt;76,00 ;4;22;24/09/2025;314
1458025721540550000;Centro;Private room;29,00 ;1;9;12/09/2025;182
8382358;Carretera de Cadiz;Private room;35,00 ;3;445;09/09/2025;95
620964119881321000;Centro;Entire home/apt;73,00 ;3;149;17/09/2025;273
1005054540112670000;Bailen-Miraflores;Entire home/apt;49,00 ;1;85;26/09/2025;65
1123350151595430000;Centro;Entire home/apt;116,00 ;4;65;24/09/2025;206
1128018414364190000;Centro;Entire home/apt;67,00 ;1;63;26/09/2025;52
1396962768490740000;Carretera de Cadiz;Entire home/apt;99,00 ;2;20;28/09/2025;195
645620059964513000;Centro;Private room;56,00 ;1;146;05/09/2025;130
659263815663369000;Centro;Entire home/apt;61,00 ;3;143;25/09/2025;125
856226471702194000;Centro;Private room;45,00 ;3;106;25/09/2025;254
933206348049958000;Centro;Entire home/apt;133,00 ;1;97;09/09/2025;140
1217151806288450000;Centro;Entire home/apt;100,00 ;1;46;27/09/2025;339
5940398;Churriana;Private room;55,00 ;1;419;15/09/2025;283
21457034;Centro;Entire home/apt;92,00 ;2;351;18/09/2025;166
24277247;Centro;Entire home/apt;63,00 ;3;306;14/09/2025;39
622409594808278000;Centro;Entire home/apt;295,00 ;1;151;16/09/2025;310
670658872852507000;Este;Entire home/apt;110,00 ;2;142;21/09/2025;278
780524638693423000;Centro;Entire home/apt;94,00 ;2;123;13/09/2025;67
1099985601984860000;Carretera de Cadiz;Private room;33,00 ;1;70;21/09/2025;176
1205914830788720000;Centro;Private room;54,00 ;2;49;28/09/2025;362
1222983423870360000;Centro;Entire home/apt;115,00 ;2;50;08/09/2025;42
1406666951310050000;Este;Entire home/apt;315,00 ;3;13;17/09/2025;308
1467454187216890000;Centro;Entire home/apt;97,00 ;1;7;14/09/2025;358
52230676;Este;Entire home/apt;83,00 ;2;181;22/09/2025;316
1154906942174650000;Centro;Entire home/apt;162,00 ;3;60;25/09/2025;277
1155559423737390000;Centro;Entire home/apt;53,00 ;1;59;14/09/2025;335
1333396805396260000;Ciudad Jardin;Entire home/apt;23,00 ;1;28;23/09/2025;298
1338264038524800000;Centro;Entire home/apt;137,00 ;1;27;28/09/2025;334
1346507149893030000;Centro;Entire home/apt;62,00 ;2;28;29/09/2025;351
1455746240203820000;Carretera de Cadiz;Entire home/apt;120,00 ;2;10;28/09/2025;66
23628602;Centro;Entire home/apt;102,00 ;1;334;17/09/2025;149
33903383;Centro;Entire home/apt;161,00 ;1;290;28/09/2025;212
722391529092640000;Centro;Entire home/apt;208,00 ;1;136;17/09/2025;324
934526980491077000;Centro;Private room;61,00 ;1;97;14/09/2025;316
1134543454758970000;Centro;Entire home/apt;107,00 ;4;65;23/09/2025;135
1297855719945600000;Palma-Palmilla;Entire home/apt;174,00 ;1;34;20/09/2025;346
1340035087773340000;Centro;Entire home/apt;81,00 ;1;25;27/09/2025;100
21633025;Centro;Entire home/apt;54,00 ;14;358;03/09/2025;209
45513583;Centro;Entire home/apt;287,00 ;2;188;26/08/2025;226
698289443931731000;Centro;Entire home/apt;57,00 ;2;129;19/08/2025;251
1213133465822360000;Centro;Entire home/apt;86,00 ;1;51;25/09/2025;321
9347071;Cruz De Humilladero;Entire home/apt;150,00 ;2;448;28/09/2025;136
33772358;Centro;Entire home/apt;118,00 ;2;291;02/09/2025;159
37166942;Carretera de Cadiz;Private room;37,00 ;1;280;24/09/2025;148
589010289953603000;Centro;Entire home/apt;88,00 ;2;158;21/09/2025;328
823337112256146000;Centro;Entire home/apt;93,00 ;1;118;14/09/2025;137
972228628436359000;Centro;Entire home/apt;220,00 ;1;72;22/09/2025;342
1292679732158540000;Centro;Entire home/apt;182,00 ;1;38;14/09/2025;237
776187738137475000;Centro;Entire home/apt;149,00 ;2;127;11/09/2025;38
1282431251352000000;Este;Entire home/apt;368,00 ;3;40;24/09/2025;269
21270750;Centro;Entire home/apt;220,00 ;2;361;28/09/2025;229
22740661;Centro;Entire home/apt;109,00 ;2;348;28/09/2025;178
43774439;Ciudad Jardin;Entire home/apt;66,00 ;2;239;29/09/2025;319
53729144;Centro;Entire home/apt;174,00 ;1;174;17/09/2025;349
925410928684277000;Carretera de Cadiz;Private room;40,00 ;2;95;28/09/2025;319
1146122560362830000;Palma-Palmilla;Entire home/apt;130,00 ;3;10;28/09/2025;170
1376707129266240000;Centro;Entire home/apt;334,00 ;3;24;10/09/2025;338
1431262431670320000;Centro;Private room;42,00 ;2;14;15/09/2025;59
32756419;Centro;Entire home/apt;87,00 ;4;295;25/09/2025;244
1182089384207150000;Cruz De Humilladero;Entire home/apt;110,00 ;3;56;20/09/2025;139
15950772;Centro;Entire home/apt;74,00 ;4;308;21/09/2025;333
16123025;Centro;Entire home/apt;65,00 ;2;405;10/08/2025;219
41476092;Centro;Entire home/apt;93,00 ;2;262;27/09/2025;249
759872279181247000;Centro;Entire home/apt;127,00 ;1;131;21/09/2025;324
834501891420538000;Centro;Entire home/apt;100,00 ;1;116;22/09/2025;138
1044226139734380000;Centro;Entire home/apt;71,00 ;2;82;27/09/2025;339
1116715246981050000;Centro;Entire home/apt;153,00 ;1;69;03/09/2025;346
1339027856222620000;Centro;Entire home/apt;75,00 ;1;24;27/09/2025;347
49680020;Centro;Entire home/apt;157,00 ;4;196;12/09/2025;253
1410127155847500000;Centro;Entire home/apt;153,00 ;1;18;27/09/2025;294
14929819;Centro;Private room;43,00 ;1;418;28/09/2025;251
33961062;Centro;Entire home/apt;83,00 ;3;288;28/09/2025;279
567887281630458000;Centro;Entire home/apt;95,00 ;2;162;27/09/2025;251
898121620713287000;Este;Entire home/apt;87,00 ;2;108;29/09/2025;279
925504169960866000;Centro;Entire home/apt;87,00 ;2;102;07/09/2025;266
1140397092063200000;Palma-Palmilla;Entire home/apt;127,00 ;3;65;29/09/2025;342
1205523643312720000;Centro;Entire home/apt;106,00 ;1;52;21/09/2025;135
1225138983654940000;Centro;Entire home/apt;53,00 ;2;49;14/09/2025;324
669557262855478000;Centro;Private room;37,00 ;2;148;27/09/2025;259
970056078464420000;Centro;Entire home/apt;231,00 ;1;93;15/09/2025;261
1260120376355970000;Centro;Entire home/apt;85,00 ;2;44;24/09/2025;245
1294290106296640000;Centro;Entire home/apt;139,00 ;2;39;26/08/2025;338
1385629210690950000;Centro;Entire home/apt;71,00 ;2;20;28/09/2025;262
1407762897981500000;Bailen-Miraflores;Private room;30,00 ;1;18;14/09/2025;86
1106504811325150000;Centro;Entire home/apt;145,00 ;3;70;27/09/2025;208
1455141041658790000;Centro;Entire home/apt;106,00 ;3;8;07/09/2025;134
1467455109297330000;Cruz De Humilladero;Entire home/apt;77,00 ;2;8;27/09/2025;345
24732428;Centro;Entire home/apt;83,00 ;2;344;12/09/2025;253
26080207;Carretera de Cadiz;Entire home/apt;60,00 ;2;333;21/09/2025;66
32212849;Centro;Entire home/apt;90,00 ;4;308;27/09/2025;80
48132638;Centro;Entire home/apt;69,00 ;3;209;23/09/2025;106
897580153788822000;Centro;Entire home/apt;116,00 ;3;107;22/09/2025;178
1049653299987400000;Centro;Entire home/apt;97,00 ;3;79;13/09/2025;335
1293634154713890000;Centro;Entire home/apt;112,00 ;3;39;28/09/2025;210
1311794953533180000;Palma-Palmilla;Entire home/apt;157,00 ;1;35;31/08/2025;315
1479191110855730000;Centro;Private room;25,00 ;1;7;07/09/2025;334
1205914441235980000;Centro;Private room;37,00 ;2;53;26/09/2025;351
1334925646949050000;Centro;Private room;32,00 ;2;30;09/09/2025;64
1447698373251690000;Centro;Entire home/apt;100,00 ;1;12;21/09/2025;319
16517709;Centro;Entire home/apt;100,00 ;2;404;28/09/2025;301
19991616;Centro;Entire home/apt;88,00 ;1;381;15/09/2025;38
40934047;Centro;Entire home/apt;80,00 ;3;239;09/09/2025;59
50685625;Centro;Entire home/apt;50,00 ;2;186;14/09/2025;264
597014472117223000;Bailen-Miraflores;Entire home/apt;77,00 ;2;162;29/09/2025;198
942451295283913000;Carretera de Cadiz;Private room;33,00 ;1;102;08/09/2025;318
1132319288180160000;Bailen-Miraflores;Entire home/apt;88,00 ;2;61;28/09/2025;155
1161448551868310000;Centro;Entire home/apt;73,00 ;1;61;23/09/2025;326
1391801619486700000;Centro;Entire home/apt;85,00 ;2;21;28/09/2025;145
18150230;Centro;Entire home/apt;59,00 ;3;397;13/09/2025;182
26767105;Centro;Entire home/apt;114,00 ;3;337;08/09/2025;190
886435696265505000;Centro;Entire home/apt;113,00 ;3;111;28/09/2025;229
1209463974360940000;Centro;Entire home/apt;118,00 ;1;53;21/09/2025;312
12565187;Centro;Entire home/apt;81,00 ;2;443;17/09/2025;71
34732372;Centro;Entire home/apt;111,00 ;1;291;01/09/2025;63
813677172718152000;Centro;Entire home/apt;75,00 ;2;125;22/09/2025;328
948243895077781000;Carretera de Cadiz;Entire home/apt;81,00 ;2;101;26/09/2025;258
20790890;Cruz De Humilladero;Private room;47,00 ;2;380;27/09/2025;132
726572197309897000;Centro;Entire home/apt;282,00 ;1;140;26/09/2025;271
741752236806099000;Centro;Entire home/apt;71,00 ;1;138;16/09/2025;101
849734932412621000;Centro;Entire home/apt;100,00 ;1;119;22/09/2025;145
1051936415878950000;Centro;Entire home/apt;99,00 ;3;81;12/09/2025;345
1361508907831010000;Centro;Entire home/apt;114,00 ;2;23;14/09/2025;66
18354637;Centro;Entire home/apt;83,00 ;1;393;03/09/2025;232
25346662;Centro;Private room;29,00 ;1;348;14/09/2025;337
596465413062523000;Centro;Entire home/apt;51,00 ;2;158;14/09/2025;255
1210710933995060000;Centro;Entire home/apt;267,00 ;2;54;10/09/2025;318
1220407704175350000;Cruz De Humilladero;Private room;84,00 ;4;52;14/09/2025;243
1363822736133680000;Centro;Entire home/apt;90,00 ;1;21;24/09/2025;348
1476312118097440000;Centro;Entire home/apt;74,00 ;2;7;15/09/2025;308
16668351;Carretera de Cadiz;Private room;30,00 ;3;391;10/09/2025;95
42136238;Centro;Entire home/apt;84,00 ;3;246;02/09/2025;36
1227704492579020000;Centro;Entire home/apt;100,00 ;3;51;01/09/2025;257
1394717139739040000;Carretera de Cadiz;Entire home/apt;140,00 ;1;19;10/09/2025;306
1452778202361130000;Centro;Private room;34,00 ;2;10;07/09/2025;362
1461619142386840000;Centro;Entire home/apt;58,00 ;2;10;13/09/2025;13
23855215;Centro;Entire home/apt;154,00 ;1;358;10/09/2025;326
27533719;Centro;Private room;42,00 ;1;332;22/09/2025;192
52504170;Centro;Entire home/apt;90,00 ;1;189;28/08/2025;154
52979770;Centro;Entire home/apt;136,00 ;1;185;26/09/2025;328
1078171381344250000;Centro;Entire home/apt;156,00 ;1;78;01/09/2025;318
1323040858816110000;Centro;Entire home/apt;73,00 ;1;33;25/09/2025;331
51053720;Centro;Entire home/apt;100,00 ;3;200;13/09/2025;124
796389281213483000;Centro;Private room;38,00 ;2;129;28/09/2025;50
924561899333741000;Centro;Entire home/apt;122,00 ;1;106;27/09/2025;75
970929603993404000;Ciudad Jardin;Private room;32,00 ;1;99;28/09/2025;364
1010764658308240000;Centro;Private room;47,00 ;1;90;12/09/2025;344
1086094423402560000;Centro;Entire home/apt;56,00 ;2;76;08/09/2025;115
1115694237510980000;Centro;Private room;52,00 ;2;70;16/09/2025;241
596152632997145000;Centro;Entire home/apt;106,00 ;3;165;24/09/2025;140
747611542368436000;Carretera de Cadiz;Entire home/apt;80,00 ;2;121;22/09/2025;84
766529991378294000;Centro;Entire home/apt;158,00 ;1;127;03/09/2025;143
838080824197428000;Centro;Entire home/apt;67,00 ;1;123;28/09/2025;325
1420019097164550000;Centro;Entire home/apt;90,00 ;4;11;26/09/2025;125
1110239916114980000;Churriana;Private room;76,00 ;3;74;29/09/2025;89
1300652305577490000;Centro;Entire home/apt;151,00 ;1;39;07/09/2025;252
1369466819947690000;Centro;Entire home/apt;65,00 ;2;23;10/09/2025;131
953292599237156000;Centro;Entire home/apt;136,00 ;3;95;16/09/2025;318
1112877661465900000;Centro;Entire home/apt;70,00 ;3;72;28/09/2025;104
1115042476146660000;Centro;Entire home/apt;334,00 ;3;71;25/09/2025;300
5075813;Centro;Entire home/apt;74,00 ;2;514;27/09/2025;243
11668666;Centro;Entire home/apt;82,00 ;4;460;03/09/2025;109
23376226;Centro;Entire home/apt;83,00 ;2;367;22/09/2025;113
48579718;Centro;Entire home/apt;117,00 ;1;178;10/09/2025;328
1159207463988600000;Centro;Entire home/apt;105,00 ;1;65;27/09/2025;342
26835633;Centro;Entire home/apt;64,00 ;5;349;22/09/2025;65
552539089224935000;Centro;Entire home/apt;161,00 ;1;176;27/09/2025;317
574645617240851000;Cruz De Humilladero;Entire home/apt;72,00 ;2;169;25/08/2025;259
682364800882053000;Centro;Entire home/apt;98,00 ;2;152;14/09/2025;254
1069424609456320000;Centro;Entire home/apt;138,00 ;1;82;20/09/2025;267
1323212392689420000;Centro;Entire home/apt;276,00 ;1;31;25/09/2025;178
1393941725274500000;Centro;Entire home/apt;100,00 ;3;16;14/09/2025;140
21102762;Centro;Entire home/apt;67,00 ;3;386;24/09/2025;199
28023596;Centro;Entire home/apt;99,00 ;3;338;28/09/2025;92
35393517;Carretera de Cadiz;Private room;36,00 ;1;304;23/09/2025;160
52342941;Centro;Entire home/apt;63,00 ;2;193;26/09/2025;245
793208523573530000;Centro;Entire home/apt;131,00 ;1;132;25/09/2025;297
12416371;Bailen-Miraflores;Entire home/apt;52,00 ;21;459;10/09/2025;234
788242416485092000;Centro;Entire home/apt;145,00 ;1;133;28/08/2025;345
26762871;Bailen-Miraflores;Entire home/apt;46,00 ;3;350;12/09/2025;104
835517919370591000;Centro;Entire home/apt;80,00 ;1;125;02/07/2025;337
861424416361083000;Centro;Entire home/apt;227,00 ;1;120;18/09/2025;191
889732136619507000;Centro;Entire home/apt;87,00 ;2;114;26/09/2025;348
984706587547402000;Centro;Entire home/apt;91,00 ;1;97;24/09/2025;345
1182618991138240000;Centro;Entire home/apt;137,00 ;2;57;24/09/2025;288
1471723950072590000;Centro;Entire home/apt;90,00 ;1;6;15/09/2025;328
1479114807589210000;Carretera de Cadiz;Entire home/apt;54,00 ;3;4;28/09/2025;182
1484782501472250000;Cruz De Humilladero;Private room;30,00 ;1;6;23/09/2025;320
1488115553260360000;Centro;Private room;29,00 ;1;4;11/09/2025;85
